,DATA,POTENCIA,RADIACAO,TEMPERATURA,P/R,R/P
7149,2020-04-30 21,13.86,36032.0,24.8,,2599.7113997113997
7150,2020-04-30 22,14.72,0,22.5,,0.0
7151,2020-04-30 23,14.32,0,20.5,,0.0
7152,2020-05-01 00,12.94,0,20.1,,0.0
7153,2020-05-01 01,13.08,0,18.9,,0.0
7154,2020-05-01 02,12.78,0,18.2,,0.0
7155,2020-05-01 03,12.7,0,17.2,,0.0
7156,2020-05-01 04,12.32,0,16.8,,0.0
7157,2020-05-01 05,12.8,0,16.9,,0.0
7158,2020-05-01 06,12.64,0,16.3,,0.0
7159,2020-05-01 07,12.68,0,15.4,,0.0
7160,2020-05-01 08,15.079999999999998,0,15.6,,0.0
7161,2020-05-01 09,17.28,0,15.8,,0.0
7162,2020-05-01 10,16.78,92.76,16.0,,5.528009535160906
7163,2020-05-01 11,17.16,506938.0,18.3,,29541.841491841493
7164,2020-05-01 12,17.28,1526995.0,21.9,,88367.7662037037
7165,2020-05-01 13,17.799999999999994,2302848.0,25.3,,129373.48314606746
7166,2020-05-01 14,17.98,2528493.0,26.6,,140628.08676307008
7167,2020-05-01 15,16.46,2766135.0,28.2,,168051.94410692586
7168,2020-05-01 16,17.22,2869783.0,28.3,,166654.06504065043
7169,2020-05-01 17,17.499999999999996,2750614.0,29.2,,157177.9428571429
7170,2020-05-01 18,17.52,2261814.0,29.2,,129098.97260273973
7171,2020-05-01 19,15.92,1537272.0,28.8,,96562.31155778894
7172,2020-05-01 20,14.86,593291.0,27.1,,39925.37012113055
7173,2020-05-01 21,14.64,27.66,25.1,,1.889344262295082
7174,2020-05-01 22,15.04,0,22.5,,0.0
7175,2020-05-01 23,14.2,0,21.6,,0.0
7176,2020-05-02 00,13.260000000000002,0,19.8,,0.0
7177,2020-05-02 01,12.94,0,20.1,,0.0
7178,2020-05-02 02,12.76,0,18.9,,0.0
7179,2020-05-02 03,12.0,0,17.5,,0.0
7180,2020-05-02 04,11.78,0,16.7,,0.0
7181,2020-05-02 05,11.739999999999998,0,16.4,,0.0
7182,2020-05-02 06,12.48,0,15.8,,0.0
7183,2020-05-02 07,14.06,0,15.7,,0.0
7184,2020-05-02 08,17.16,0,15.3,,0.0
7185,2020-05-02 09,18.58,0,14.9,,0.0
7186,2020-05-02 10,18.42,93459.0,15.3,,5073.778501628664
7187,2020-05-02 11,18.06,851.61,19.1,,47.154485049833895
7188,2020-05-02 12,17.9,1640505.0,23.0,,91648.32402234638
7189,2020-05-02 13,18.64,2272523.0,25.6,,121916.46995708154
7190,2020-05-02 14,17.619999999999994,2729864.0,27.4,,154929.8524404087
7191,2020-05-02 15,17.400000000000002,2976585.0,28.3,,171068.10344827586
7192,2020-05-02 16,18.16,2942.46,28.9,,162.0297356828194
7193,2020-05-02 17,17.08,2745739.0,29.9,,160757.55269320845
7194,2020-05-02 18,16.4,2285508.0,29.1,,139360.24390243905
7195,2020-05-02 19,15.86,1323401.0,27.5,,83442.68600252207
7196,2020-05-02 20,14.52,309989.0,26.4,,21349.104683195594
7197,2020-05-02 21,13.9,41722.0,24.4,,3001.5827338129498
7198,2020-05-02 22,12.86,0,23.3,,0.0
7199,2020-05-02 23,12.56,0,22.2,,0.0
7200,2020-05-03 00,12.22,0,21.9,,0.0
7201,2020-05-03 01,11.58,0,19.6,,0.0
7202,2020-05-03 02,11.6,0,18.7,,0.0
7203,2020-05-03 03,11.08,0,17.7,,0.0
7204,2020-05-03 04,11.12,0,17.1,,0.0
7205,2020-05-03 05,10.94,0,16.6,,0.0
7206,2020-05-03 06,11.12,0,15.9,,0.0
7207,2020-05-03 07,11.84,0,15.5,,0.0
7208,2020-05-03 08,13.88,0,14.9,,0.0
7209,2020-05-03 09,14.98,0,14.7,,0.0
7210,2020-05-03 10,15.44,87303.0,15.4,,5654.339378238342
7211,2020-05-03 11,16.319999999999997,868895.0,18.7,,53241.11519607844
7212,2020-05-03 12,16.5,1655587.0,22.6,,100338.60606060606
7213,2020-05-03 13,16.919999999999998,2303056.0,25.4,,136114.42080378253
7214,2020-05-03 14,16.94,2757783.0,28.2,,162797.1074380165
7215,2020-05-03 15,17.68,2983245.0,29.1,,168735.57692307694
7216,2020-05-03 16,16.880000000000006,2918253.0,29.1,,172882.28672985776
7217,2020-05-03 17,16.46,2738999.0,29.4,,166403.34143377884
7218,2020-05-03 18,16.08,2293056.0,30.2,,142602.9850746269
7219,2020-05-03 19,15.8,1523008.0,29.1,,96392.91139240506
7220,2020-05-03 20,15.08,567163.0,26.8,,37610.278514588856
7221,2020-05-03 21,14.62,26133.0,23.7,,1787.482900136799
7222,2020-05-03 22,14.42,0,21.1,,0.0
7223,2020-05-03 23,13.580000000000002,0,19.5,,0.0
7224,2020-05-04 00,13.46,0,19.2,,0.0
7225,2020-05-04 01,12.86,0,17.8,,0.0
7226,2020-05-04 02,12.86,0,16.7,,0.0
7227,2020-05-04 03,12.56,0,16.6,,0.0
7228,2020-05-04 04,12.579999999999998,0,15.9,,0.0
7229,2020-05-04 05,11.98,0,15.6,,0.0
7230,2020-05-04 06,12.66,0,14.7,,0.0
7231,2020-05-04 07,18.04,0,14.4,,0.0
7232,2020-05-04 08,25.48,0,14.2,,0.0
7233,2020-05-04 09,27.84,0,13.7,,0.0
7234,2020-05-04 10,29.92,90268.0,14.1,,3016.9786096256685
7235,2020-05-04 11,30.96,799228.0,19.3,,25814.85788113695
7236,2020-05-04 12,30.700000000000006,1435703.0,21.5,,46765.57003257328
7237,2020-05-04 13,32.36,2271041.0,24.9,,70180.50061804698
7238,2020-05-04 14,29.62,2639432.0,27.3,,89109.79068197164
7239,2020-05-04 15,29.9,2389862.0,29.1,,79928.49498327759
7240,2020-05-04 16,27.9,2949087.0,29.6,,105702.04301075269
7241,2020-05-04 17,21.040000000000006,2698702.0,29.9,,128265.30418250947
7242,2020-05-04 18,17.78,2239413.0,30.1,,125951.23734533183
7243,2020-05-04 19,16.28,1440613.0,29.7,,88489.742014742
7244,2020-05-04 20,15.66,488407.0,26.3,,31188.186462324393
7245,2020-05-04 21,14.54,28599.0,24.8,,1966.9188445667126
7246,2020-05-04 22,14.5,0,22.0,,0.0
7247,2020-05-04 23,14.4,0,20.0,,0.0
7248,2020-05-05 00,13.28,0,18.9,,0.0
7249,2020-05-05 01,12.88,0,17.9,,0.0
7250,2020-05-05 02,12.58,0,17.6,,0.0
7251,2020-05-05 03,12.88,0,16.6,,0.0
7252,2020-05-05 04,11.98,0,15.9,,0.0
7253,2020-05-05 05,12.28,0,15.4,,0.0
7254,2020-05-05 06,13.44,0,15.0,,0.0
7255,2020-05-05 07,17.14,0,14.7,,0.0
7256,2020-05-05 08,23.8,0,14.3,,0.0
7257,2020-05-05 09,26.98,0,13.7,,0.0
7258,2020-05-05 10,28.76,80.8,14.1,,2.8094575799721833
7259,2020-05-05 11,30.12,839623.0,18.4,,27875.929614873836
7260,2020-05-05 12,29.520000000000003,1603749.0,22.2,,54327.540650406496
7261,2020-05-05 13,28.700000000000006,2229459.0,27.0,,77681.4982578397
7262,2020-05-05 14,31.24,2689764.0,28.7,,86100.0
7263,2020-05-05 15,29.94,2910723.0,29.4,,97218.53707414829
7264,2020-05-05 16,28.12,2781277.0,29.6,,98907.43243243243
7265,2020-05-05 17,21.54,2686578.0,30.8,,124725.06963788302
7266,2020-05-05 18,18.92,2075915.0,29.6,,109720.66596194502
7267,2020-05-05 19,17.18,1371842.0,29.9,,79851.1059371362
7268,2020-05-05 20,16.66,357113.0,26.3,,21435.354141656662
7269,2020-05-05 21,16.08,15705.0,25.3,,976.6791044776121
7270,2020-05-05 22,14.7,0,24.4,,0.0
7271,2020-05-05 23,14.52,0,22.1,,0.0
7272,2020-05-06 00,14.32,0,20.2,,0.0
7273,2020-05-06 01,14.2,0,20.1,,0.0
7274,2020-05-06 02,13.5,0,19.4,,0.0
7275,2020-05-06 03,13.42,0,18.9,,0.0
7276,2020-05-06 04,13.1,0,18.3,,0.0
7277,2020-05-06 05,13.1,0,17.8,,0.0
7278,2020-05-06 06,14.78,0,17.5,,0.0
7279,2020-05-06 07,20.12,0,16.9,,0.0
7280,2020-05-06 08,23.94,0,17.2,,0.0
7281,2020-05-06 09,28.26,0,17.0,,0.0
7282,2020-05-06 10,27.74,71241.0,17.7,,2568.1687094448453
7283,2020-05-06 11,29.98,417781.0,19.6,,13935.323549032688
7284,2020-05-06 12,31.46,862695.0,21.6,,27421.964399237128
7285,2020-05-06 13,32.22,998371.0,23.7,,30986.06455617629
7286,2020-05-06 14,31.62,1875029.0,27.6,,59298.82985452245
7287,2020-05-06 15,30.040000000000006,1971086.0,28.8,,65615.37949400798
7288,2020-05-06 16,28.32,2245966.0,28.4,,79306.70903954802
7289,2020-05-06 17,22.08,1214762.0,28.0,,55016.39492753624
7290,2020-05-06 18,19.24,1048328.0,28.9,,54486.90228690229
7291,2020-05-06 19,17.42,885196.0,27.0,,50814.92537313433
7292,2020-05-06 20,16.7,204325.0,25.3,,12235.02994011976
7293,2020-05-06 21,17.08,13141.0,24.2,,769.3793911007026
7294,2020-05-06 22,14.82,0,24.0,,0.0
7295,2020-05-06 23,15.0,0,23.0,,0.0
7296,2020-05-07 00,14.54,0,20.7,,0.0
7297,2020-05-07 01,14.16,0,19.7,,0.0
7298,2020-05-07 02,13.14,0,19.5,,0.0
7299,2020-05-07 03,13.78,0,19.6,,0.0
7300,2020-05-07 04,13.02,0,19.4,,0.0
7301,2020-05-07 05,13.14,0,19.2,,0.0
7302,2020-05-07 06,14.2,0,19.3,,0.0
7303,2020-05-07 07,17.82,0,19.2,,0.0
7304,2020-05-07 08,23.14,0,19.2,,0.0
7305,2020-05-07 09,24.74,0,19.0,,0.0
7306,2020-05-07 10,25.32,34319.0,19.1,,1355.4107424960505
7307,2020-05-07 11,26.020000000000003,401994.0,20.1,,15449.423520368946
7308,2020-05-07 12,24.96,1037475.0,21.9,,41565.504807692305
7309,2020-05-07 13,24.96,916922.0,21.9,,36735.65705128205
7310,2020-05-07 14,23.72,1216.89,22.6,,51.3022765598651
7311,2020-05-07 15,23.3,2296969.0,24.6,,98582.36051502146
7312,2020-05-07 16,22.6,2093859.0,24.5,,92648.62831858406
7313,2020-05-07 17,19.26,685145.0,23.4,,35573.46832814122
7314,2020-05-07 18,17.44,165352.0,23.3,,9481.192660550458
7315,2020-05-07 19,15.88,90554.0,22.6,,5702.392947103274
7316,2020-05-07 20,14.4,195698.0,22.5,,13590.138888888889
7317,2020-05-07 21,12.920000000000002,25236.0,21.7,,1953.2507739938078
7318,2020-05-07 22,12.74,0,20.8,,0.0
7319,2020-05-07 23,12.3,0,19.8,,0.0
7320,2020-05-08 00,11.78,0,19.2,,0.0
7321,2020-05-08 01,11.84,0,19.2,,0.0
7322,2020-05-08 02,11.28,0,18.8,,0.0
7323,2020-05-08 03,11.9,0,18.7,,0.0
7324,2020-05-08 04,11.2,0,18.6,,0.0
7325,2020-05-08 05,11.08,0,18.2,,0.0
7326,2020-05-08 06,12.3,0,18.0,,0.0
7327,2020-05-08 07,16.22,0,18.0,,0.0
7328,2020-05-08 08,19.92,0,18.0,,0.0
7329,2020-05-08 09,21.52,0,18.0,,0.0
7330,2020-05-08 10,23.04,25762.0,18.1,,1118.142361111111
7331,2020-05-08 11,23.84,515005.0,20.0,,21602.558724832215
7332,2020-05-08 12,23.46,631178.0,20.1,,26904.433077578855
7333,2020-05-08 13,25.68,1471588.0,22.6,,57304.828660436135
7334,2020-05-08 14,26.34,1781921.0,25.0,,67650.75930144267
7335,2020-05-08 15,25.52,2145258.0,25.0,,84061.83385579937
7336,2020-05-08 16,23.9,2652414.0,27.1,,110979.66527196653
7337,2020-05-08 17,19.64,1936835.0,26.1,,98616.85336048879
7338,2020-05-08 18,17.32,1644931.0,27.5,,94972.92147806005
7339,2020-05-08 19,14.420000000000002,1181788.0,27.5,,81954.78502080443
7340,2020-05-08 20,13.64,333318.0,25.6,,24436.80351906158
7341,2020-05-08 21,13.6,35467.0,24.2,,2607.8676470588234
7342,2020-05-08 22,12.72,0,22.8,,0.0
7343,2020-05-08 23,13.1,0,21.2,,0.0
7344,2020-05-09 00,12.5,0,20.6,,0.0
7345,2020-05-09 01,12.46,0,19.8,,0.0
7346,2020-05-09 02,11.98,0,19.2,,0.0
7347,2020-05-09 03,11.3,0,18.7,,0.0
7348,2020-05-09 04,12.22,0,18.4,,0.0
7349,2020-05-09 05,11.96,0,17.9,,0.0
7350,2020-05-09 06,12.04,0,17.6,,0.0
7351,2020-05-09 07,12.18,0,17.1,,0.0
7352,2020-05-09 08,14.58,0,16.4,,0.0
7353,2020-05-09 09,15.06,0,15.8,,0.0
7354,2020-05-09 10,15.28,100.58,16.8,,6.582460732984293
7355,2020-05-09 11,15.5,725884.0,20.3,,46831.22580645161
7356,2020-05-09 12,15.58,1283.35,22.0,,82.37163029525031
7357,2020-05-09 13,16.3,2229785.0,24.3,,136796.62576687115
7358,2020-05-09 14,16.32,2566.97,25.2,,157.28982843137254
7359,2020-05-09 15,15.04,2910733.0,27.1,,193532.77925531915
7360,2020-05-09 16,15.38,2896694.0,27.1,,188341.61248374512
7361,2020-05-09 17,16.580000000000002,2643935.0,27.7,,159465.31966224365
7362,2020-05-09 18,15.939999999999998,2179208.0,28.2,,136713.17440401507
7363,2020-05-09 19,15.34,1165228.0,27.3,,75960.10430247718
7364,2020-05-09 20,14.24,184789.0,25.5,,12976.755617977527
7365,2020-05-09 21,14.34,24697.0,22.6,,1722.2454672245467
7366,2020-05-09 22,13.68,0,21.5,,0.0
7367,2020-05-09 23,13.04,0,20.6,,0.0
7368,2020-05-10 00,12.88,0,20.1,,0.0
7369,2020-05-10 01,12.6,0,19.2,,0.0
7370,2020-05-10 02,12.3,0,18.6,,0.0
7371,2020-05-10 03,12.54,0,18.0,,0.0
7372,2020-05-10 04,12.080000000000002,0,17.4,,0.0
7373,2020-05-10 05,11.8,0,17.7,,0.0
7374,2020-05-10 06,12.3,0,17.6,,0.0
7375,2020-05-10 07,13.0,0,17.1,,0.0
7376,2020-05-10 08,16.4,0,16.8,,0.0
7377,2020-05-10 09,17.019999999999996,0,15.5,,0.0
7378,2020-05-10 10,17.86,64728.0,17.3,,3624.188129899216
7379,2020-05-10 11,18.22,818655.0,20.5,,44931.66849615807
7380,2020-05-10 12,18.5,1600174.0,22.6,,86495.8918918919
7381,2020-05-10 13,19.3,2230351.0,24.5,,115562.22797927461
7382,2020-05-10 14,18.78,2665968.0,26.4,,141957.82747603834
7383,2020-05-10 15,18.12,2900.27,27.3,,160.05905077262693
7384,2020-05-10 16,18.0,2859067.0,28.9,,158837.05555555556
7385,2020-05-10 17,17.84,2568558.0,28.7,,143977.466367713
7386,2020-05-10 18,16.759999999999998,2138.48,29.5,,127.59427207637233
7387,2020-05-10 19,14.54,1134372.0,29.0,,78017.33149931225
7388,2020-05-10 20,14.06,193366.0,26.6,,13752.916073968705
7389,2020-05-10 21,14.340000000000002,28402.0,23.4,,1980.6136680613665
7390,2020-05-10 22,13.28,0,22.5,,0.0
7391,2020-05-10 23,13.1,0,20.6,,0.0
7392,2020-05-11 00,12.3,0,19.9,,0.0
7393,2020-05-11 01,11.92,0,18.3,,0.0
7394,2020-05-11 02,11.84,0,17.7,,0.0
7395,2020-05-11 03,11.779999999999998,0,17.7,,0.0
7396,2020-05-11 04,11.32,0,17.6,,0.0
7397,2020-05-11 05,12.06,0,17.0,,0.0
7398,2020-05-11 06,12.66,0,16.6,,0.0
7399,2020-05-11 07,17.36,0,16.8,,0.0
7400,2020-05-11 08,23.92,0,16.6,,0.0
7401,2020-05-11 09,27.74,0,16.5,,0.0
7402,2020-05-11 10,27.88,61328.0,16.8,,2199.713055954089
7403,2020-05-11 11,29.2,791262.0,21.2,,27098.013698630137
7404,2020-05-11 12,27.82,1561521.0,23.8,,56129.43925233645
7405,2020-05-11 13,27.42,2182917.0,25.8,,79610.39387308534
7406,2020-05-11 14,29.42,2611524.0,26.9,,88766.96125084975
7407,2020-05-11 15,30.12,2871128.0,28.3,,95322.97476759627
7408,2020-05-11 16,28.52,2454435.0,28.5,,86060.1332398317
7409,2020-05-11 17,23.040000000000006,2847923.0,29.8,,123607.76909722219
7410,2020-05-11 18,19.28,1817659.0,29.2,,94276.91908713692
7411,2020-05-11 19,17.56,1102055.0,28.8,,62759.39635535308
7412,2020-05-11 20,15.8,151847.0,26.3,,9610.569620253164
7413,2020-05-11 21,15.08,18511.0,23.8,,1227.5198938992041
7414,2020-05-11 22,14.02,0,22.2,,0.0
7415,2020-05-11 23,13.4,0,20.5,,0.0
7416,2020-05-12 00,12.98,0,20.2,,0.0
7417,2020-05-12 01,12.86,0,19.5,,0.0
7418,2020-05-12 02,12.2,0,18.1,,0.0
7419,2020-05-12 03,12.0,0,17.3,,0.0
7420,2020-05-12 04,11.499999999999998,0,17.6,,0.0
7421,2020-05-12 05,11.78,0,16.8,,0.0
7422,2020-05-12 06,12.54,0,16.4,,0.0
7423,2020-05-12 07,17.380000000000006,0,15.4,,0.0
7424,2020-05-12 08,21.880000000000006,0,14.4,,0.0
7425,2020-05-12 09,25.26,0,14.4,,0.0
7426,2020-05-12 10,25.34,74874.0,15.1,,2954.775059194949
7427,2020-05-12 11,28.020000000000003,776138.0,18.8,,27699.428979300497
7428,2020-05-12 12,28.68,1522351.0,22.4,,53080.57880055788
7429,2020-05-12 13,29.74,2163392.0,26.0,,72743.51042367183
7430,2020-05-12 14,30.22,2246177.0,26.4,,74327.49834546658
7431,2020-05-12 15,28.700000000000006,2453768.0,27.7,,85497.14285714284
7432,2020-05-12 16,28.28,2860121.0,28.5,,101135.82036775106
7433,2020-05-12 17,23.44,2510594.0,28.6,,107107.25255972696
7434,2020-05-12 18,19.0,2317323.0,29.0,,121964.36842105263
7435,2020-05-12 19,15.3,1143304.0,28.4,,74725.75163398692
7436,2020-05-12 20,14.159999999999998,135.15,26.1,,9.54449152542373
7437,2020-05-12 21,13.94,21685.0,24.0,,1555.5954088952656
7438,2020-05-12 22,14.36,0,20.9,,0.0
7439,2020-05-12 23,13.26,0,20.7,,0.0
7440,2020-05-13 00,12.6,0,20.3,,0.0
7441,2020-05-13 01,12.26,0,19.9,,0.0
7442,2020-05-13 02,12.44,0,18.7,,0.0
7443,2020-05-13 03,12.26,0,17.7,,0.0
7444,2020-05-13 04,12.14,0,16.5,,0.0
7445,2020-05-13 05,11.72,0,16.5,,0.0
7446,2020-05-13 06,12.92,0,15.9,,0.0
7447,2020-05-13 07,17.52,0,15.8,,0.0
7448,2020-05-13 08,20.68,0,15.3,,0.0
7449,2020-05-13 09,25.24,0,15.2,,0.0
7450,2020-05-13 10,28.74,72.48,15.4,,2.5219206680584554
7451,2020-05-13 11,30.5,627659.0,18.6,,20578.983606557376
7452,2020-05-13 12,29.58,1195454.0,23.0,,40414.26639621366
7453,2020-05-13 13,30.06,1979228.0,26.4,,65842.58150365936
7454,2020-05-13 14,30.66,2559215.0,27.3,,83470.8088714938
7455,2020-05-13 15,30.56,2453712.0,28.4,,80291.62303664922
7456,2020-05-13 16,29.82,2596017.0,29.0,,87056.23742454729
7457,2020-05-13 17,23.42,2531246.0,28.7,,108080.52946199829
7458,2020-05-13 18,20.92,2057985.0,29.2,,98374.04397705544
7459,2020-05-13 19,18.4,1070374.0,28.6,,58172.50000000001
7460,2020-05-13 20,17.560000000000002,223941.0,26.5,,12752.904328018221
7461,2020-05-13 21,15.96,23563.0,24.0,,1476.3784461152882
7462,2020-05-13 22,14.16,0,22.6,,0.0
7463,2020-05-13 23,13.86,0,21.6,,0.0
7464,2020-05-14 00,12.84,0,20.8,,0.0
7465,2020-05-14 01,12.82,0,19.7,,0.0
7466,2020-05-14 02,12.64,0,18.6,,0.0
7467,2020-05-14 03,11.9,0,18.0,,0.0
7468,2020-05-14 04,11.7,0,17.5,,0.0
7469,2020-05-14 05,12.2,0,17.6,,0.0
7470,2020-05-14 06,13.48,0,17.0,,0.0
7471,2020-05-14 07,18.8,0,16.9,,0.0
7472,2020-05-14 08,23.86,0,16.6,,0.0
7473,2020-05-14 09,26.98,0,16.6,,0.0
7474,2020-05-14 10,27.3,46626.0,17.3,,1707.9120879120878
7475,2020-05-14 11,28.72,598.05,21.8,,20.823467966573816
7476,2020-05-14 12,28.56,1103351.0,22.8,,38632.7380952381
7477,2020-05-14 13,29.18,1795264.0,26.1,,61523.78341329678
7478,2020-05-14 14,28.9,2532135.0,28.0,,87617.12802768167
7479,2020-05-14 15,29.68,2655343.0,27.6,,89465.73450134772
7480,2020-05-14 16,28.76,1796399.0,27.8,,62461.71766342141
7481,2020-05-14 17,22.34,902532.0,27.4,,40399.82094897046
7482,2020-05-14 18,19.44,400339.0,25.2,,20593.569958847736
7483,2020-05-14 19,17.92,363471.0,25.0,,20282.979910714283
7484,2020-05-14 20,16.159999999999997,290004.0,23.8,,17945.792079207924
7485,2020-05-14 21,15.32,21399.0,22.5,,1396.8015665796345
7486,2020-05-14 22,14.92,0,21.9,,0.0
7487,2020-05-14 23,14.32,0,21.6,,0.0
7488,2020-05-15 00,14.2,0,21.2,,0.0
7489,2020-05-15 01,14.98,0,20.7,,0.0
7490,2020-05-15 02,13.580000000000002,0,20.4,,0.0
7491,2020-05-15 03,13.22,0,19.8,,0.0
7492,2020-05-15 04,13.240000000000002,0,18.8,,0.0
7493,2020-05-15 05,12.68,0,18.3,,0.0
7494,2020-05-15 06,13.22,0,18.4,,0.0
7495,2020-05-15 07,19.82,0,17.8,,0.0
7496,2020-05-15 08,24.52,0,18.3,,0.0
7497,2020-05-15 09,26.840000000000003,0,18.2,,0.0
7498,2020-05-15 10,28.040000000000006,49.86,18.6,,1.778174037089871
7499,2020-05-15 11,28.72,517868.0,21.6,,18031.615598885794
7500,2020-05-15 12,28.06,1549217.0,24.0,,55210.86956521739
7501,2020-05-15 13,29.7,1835.22,25.7,,61.79191919191919
7502,2020-05-15 14,29.86,2325443.0,28.1,,77878.19825853985
7503,2020-05-15 15,30.02,1989653.0,27.9,,66277.5816122585
7504,2020-05-15 16,28.84,1616411.0,28.3,,56047.538141470184
7505,2020-05-15 17,24.98,826522.0,27.2,,33087.34987990392
7506,2020-05-15 18,21.62,971584.0,28.4,,44939.13043478261
7507,2020-05-15 19,19.52,1021455.0,28.6,,52328.63729508197
7508,2020-05-15 20,16.6,211142.0,25.6,,12719.397590361445
7509,2020-05-15 21,14.739999999999998,26434.0,24.5,,1793.3514246947084
7510,2020-05-15 22,14.14,0,23.6,,0.0
7511,2020-05-15 23,13.58,0,23.2,,0.0
7512,2020-05-16 00,13.7,0,22.8,,0.0
7513,2020-05-16 01,13.26,0,22.1,,0.0
7514,2020-05-16 02,13.14,0,22.2,,0.0
7515,2020-05-16 03,12.9,0,21.1,,0.0
7516,2020-05-16 04,12.82,0,20.2,,0.0
7517,2020-05-16 05,12.44,0,21.2,,0.0
7518,2020-05-16 06,13.38,0,20.6,,0.0
7519,2020-05-16 07,15.28,0,20.5,,0.0
7520,2020-05-16 08,16.98,0,19.8,,0.0
7521,2020-05-16 09,20.2,0,20.1,,0.0
7522,2020-05-16 10,20.56,53866.0,19.5,,2619.941634241245
7523,2020-05-16 11,18.06,574655.0,22.4,,31819.21373200443
7524,2020-05-16 12,16.5,1388076.0,23.5,,84125.81818181818
7525,2020-05-16 13,17.28,2033.82,25.2,,117.69791666666666
7526,2020-05-16 14,17.919999999999995,1900142.0,26.1,,106034.70982142861
7527,2020-05-16 15,16.22,2174604.0,26.4,,134069.29716399507
7528,2020-05-16 16,16.6,1563621.0,26.7,,94194.0361445783
7529,2020-05-16 17,16.4,809041.0,25.2,,49331.76829268293
7530,2020-05-16 18,15.52,740228.0,25.9,,47695.10309278351
7531,2020-05-16 19,15.22,442262.0,27.9,,29057.950065703022
7532,2020-05-16 20,14.419999999999998,252001.0,26.4,,17475.79750346741
7533,2020-05-16 21,13.66,23216.0,25.3,,1699.5607613469986
7534,2020-05-16 22,13.14,0,23.7,,0.0
7535,2020-05-16 23,13.22,0,23.7,,0.0
7536,2020-05-17 00,13.260000000000002,0,22.2,,0.0
7537,2020-05-17 01,12.260000000000002,0,21.2,,0.0
7538,2020-05-17 02,12.5,0,20.2,,0.0
7539,2020-05-17 03,11.7,0,19.2,,0.0
7540,2020-05-17 04,11.8,0,18.7,,0.0
7541,2020-05-17 05,12.16,0,18.7,,0.0
7542,2020-05-17 06,11.8,0,18.5,,0.0
7543,2020-05-17 07,11.94,0,17.7,,0.0
7544,2020-05-17 08,12.98,0,17.4,,0.0
7545,2020-05-17 09,13.98,0,17.0,,0.0
7546,2020-05-17 10,15.26,51286.0,17.4,,3360.8125819134993
7547,2020-05-17 11,16.56,703476.0,20.2,,42480.434782608696
7548,2020-05-17 12,16.619999999999994,1467012.0,21.7,,88267.87003610111
7549,2020-05-17 13,16.599999999999998,2069948.0,25.4,,124695.66265060242
7550,2020-05-17 14,16.28,2364043.0,27.5,,145211.48648648648
7551,2020-05-17 15,15.6,2222385.0,27.0,,142460.57692307694
7552,2020-05-17 16,15.56,2121747.0,26.5,,136359.0616966581
7553,2020-05-17 17,15.76,2009659.0,27.0,,127516.43401015228
7554,2020-05-17 18,15.88,2053703.0,27.0,,129326.3853904282
7555,2020-05-17 19,14.839999999999998,910926.0,27.2,,61383.15363881402
7556,2020-05-17 20,14.14,126559.0,25.2,,8950.4243281471
7557,2020-05-17 21,13.84,18.54,23.5,,1.3395953757225434
7558,2020-05-17 22,13.58,0,22.4,,0.0
7559,2020-05-17 23,13.260000000000002,0,21.3,,0.0
7560,2020-05-18 00,12.58,0,20.3,,0.0
7561,2020-05-18 01,12.26,0,19.2,,0.0
7562,2020-05-18 02,11.84,0,18.4,,0.0
7563,2020-05-18 03,11.62,0,17.9,,0.0
7564,2020-05-18 04,12.48,0,18.2,,0.0
7565,2020-05-18 05,11.8,0,17.8,,0.0
7566,2020-05-18 06,13.079999999999998,0,16.6,,0.0
7567,2020-05-18 07,18.2,0,16.5,,0.0
7568,2020-05-18 08,23.84,0,16.2,,0.0
7569,2020-05-18 09,28.14,0,16.3,,0.0
7570,2020-05-18 10,31.1,48439.0,17.1,,1557.524115755627
7571,2020-05-18 11,32.6,741475.0,20.1,,22744.63190184049
7572,2020-05-18 12,31.6,1510392.0,24.0,,47797.215189873416
7573,2020-05-18 13,32.18,2077724.0,24.3,,64565.69297700435
7574,2020-05-18 14,34.38,2487968.0,26.2,,72366.72484002326
7575,2020-05-18 15,31.700000000000006,2803.26,27.9,,88.43091482649841
7576,2020-05-18 16,30.46,2532384.0,27.5,,83138.01707156927
7577,2020-05-18 17,23.08,1284425.0,27.7,,55650.9965337955
7578,2020-05-18 18,19.28,2089283.0,29.1,,108365.30082987552
7579,2020-05-18 19,17.42,1123.27,29.0,,64.48163030998852
7580,2020-05-18 20,15.7,271757.0,26.5,,17309.36305732484
7581,2020-05-18 21,14.12,29142.0,24.9,,2063.8810198300284
7582,2020-05-18 22,13.92,0,22.4,,0.0
7583,2020-05-18 23,13.840000000000002,0,21.5,,0.0
7584,2020-05-19 00,13.18,0,20.0,,0.0
7585,2020-05-19 01,12.88,0,19.6,,0.0
7586,2020-05-19 02,12.760000000000002,0,18.9,,0.0
7587,2020-05-19 03,12.46,0,18.0,,0.0
7588,2020-05-19 04,12.36,0,16.9,,0.0
7589,2020-05-19 05,12.94,0,16.4,,0.0
7590,2020-05-19 06,13.32,0,17.1,,0.0
7591,2020-05-19 07,17.22,0,16.7,,0.0
7592,2020-05-19 08,22.62,0,16.3,,0.0
7593,2020-05-19 09,27.26,0,16.3,,0.0
7594,2020-05-19 10,29.66,46025.0,17.4,,1551.753202966959
7595,2020-05-19 11,31.3,704196.0,20.9,,22498.274760383385
